state,district,mpce_combined,mpce_rural,mpce_urban,mpce_p50,ppi_signal,survey_year,source
JAMMU AND KASHMIR,KISHTWAR,7048.0,7048.0,0,5719.0,30.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,PORBANDAR,7046.0,4424.0,7127.0,6042.0,30.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,ROHTAK,7036.0,5214.0,8399.0,5768.0,30.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
NAGALAND,KIPHIRE,7019.0,6016.0,9179.0,5866.0,30.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HIMACHAL PRADESH,KANGRA,7018.0,6893.0,8598.0,5801.0,30.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,PALWAL,7018.0,7018.0,0,6544.0,30.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KERALA,KASARAGOD,6993.0,7300.0,6320.0,5176.0,30.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,GHAZIABAD,6983.0,5554.0,7691.0,5623.0,30.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
NAGALAND,TUENSANG,6974.0,5574.0,9176.0,5931.0,30.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MIZORAM,MAMIT,6965.0,7064.0,4727.0,4958.0,30.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
NAGALAND,PEREN,6955.0,5543.0,12733.0,6267.0,30.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,MEERUT,6939.0,6012.0,7526.0,5528.0,30.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
CHHATTISGARH,DURG,6929.0,4316.0,9167.0,4664.0,30.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,JHUNJHUNUNU,6923.0,6670.0,8057.0,5388.0,30.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,GANDHINAGAR,6901.0,4610.0,9273.0,4797.0,29.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,CHIKKABALLAPURA,6900.0,6954.0,6544.0,5767.0,29.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JHARKHAND,DHANBAD,6876.0,5754.0,7877.0,3189.0,29.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTARAKAND,GARHWAL,6851.0,6302.0,7972.0,5198.0,29.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,DINDIGUL,6849.0,6286.0,9843.0,5584.0,29.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HIMACHAL PRADESH,MANDI,6839.0,4367.0,15400.0,4152.0,29.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,MANDYA,6831.0,6831.0,6840.0,5901.0,29.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JAMMU AND KASHMIR,PULWAMA,6827.0,6985.0,5016.0,6120.0,29.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,SATARA,6819.0,5271.0,9488.0,5003.0,29.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ANDHRA PRADESH,PRAKASAM,6817.0,6318.0,8241.0,5636.0,29.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
PUNJAB,MUKTSAR,6798.0,6307.0,10376.0,5969.0,29.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,BHILWARA,6796.0,6187.0,8565.0,5618.0,29.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,DHARWAD,6782.0,4374.0,7137.0,5736.0,29.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
PUNJAB,RUPNAGAR,6757.0,5818.0,7523.0,5382.0,28.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,KOLAR,6750.0,6729.0,6772.0,5503.0,28.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ANDHRA PRADESH,EAST GODAVARI,6747.0,5456.0,8773.0,4759.0,28.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
WEST BENGAL,DARJILING,6740.0,5223.0,7562.0,5531.0,28.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,HASSAN,6740.0,5727.0,9182.0,5931.0,28.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,OSMANABAD,6713.0,6023.0,7629.0,4542.0,28.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
WEST BENGAL,NORTHTWENTYFOURPARGANAS,6710.0,3823.0,8495.0,3962.0,28.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TELANGANA,WARANGAL,6710.0,6465.0,7808.0,5789.0,28.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,KOTA,6684.0,3976.0,7268.0,4306.0,28.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,BHOPAL,6656.0,6204.0,6751.0,4292.0,28.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,WEST NIMAR,6650.0,6515.0,8146.0,5176.0,28.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,SONIPAT,6642.0,5386.0,7928.0,5224.0,28.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,CHURU,6623.0,6655.0,6210.0,4797.0,28.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
PUNJAB,SANGRUR,6616.0,6128.0,7853.0,5742.0,28.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,KURUKSHETRA,6615.0,6295.0,7754.0,5726.0,28.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,UDUPI,6611.0,5641.0,8090.0,5037.0,28.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,JAISALMER,6607.0,5948.0,8895.0,5525.0,28.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
PUNJAB,FATEHGARH SAHIB,6606.0,6616.0,6497.0,4984.0,27.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,PANIPAT,6603.0,5113.0,7114.0,4928.0,27.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
PUNJAB,FARIDKOT,6602.0,6602.0,0,5551.0,27.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TELANGANA,KHAMMAM,6598.0,6598.0,0,6072.0,27.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,RATNAGIRI,6579.0,5620.0,14096.0,3828.0,27.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,LUCKNOW,6561.0,3855.0,7303.0,4493.0,27.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MANIPUR,IMPHAL WEST,6554.0,5631.0,7237.0,5475.0,27.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
NAGALAND,PHEK,6527.0,6000.0,8620.0,5442.0,27.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
PUNJAB,MANSA,6525.0,6617.0,5727.0,5719.0,27.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TRIPURA,DHALAI,6525.0,6470.0,7199.0,5344.0,27.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ARUNACHAL PRADESH,EAST SIANG,6517.0,6018.0,7930.0,5489.0,27.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,VIRUDHUNAGAR,6488.0,5713.0,6810.0,5192.0,27.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,VALSAD,6484.0,4926.0,8092.0,4974.0,27.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,CHITRADURGA,6460.0,6285.0,6776.0,5650.0,27.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,LATUR,6457.0,3746.0,8454.0,4419.0,27.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,BIJAPUR,6419.0,4164.0,7702.0,4673.0,26.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ANDHRA PRADESH,VIZIANAGARAM,6415.0,6414.0,6425.0,4537.0,26.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,UTTARA KANNADA,6405.0,5724.0,8131.0,5220.0,26.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,THOOTHUKKUDI,6399.0,5963.0,6578.0,5037.0,26.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,KARNAL,6394.0,5723.0,8144.0,5303.0,26.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TRIPURA,NORTH TRIPURA,6381.0,6378.0,6408.0,5583.0,26.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ANDHRA PRADESH,SRIKAKULAM,6364.0,6342.0,6716.0,4748.0,26.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,SANGLI,6360.0,5860.0,7594.0,4609.0,26.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTARAKAND,PITHORAGARH,6350.0,5396.0,9095.0,5344.0,26.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ANDHRA PRADESH,KADAPA,6334.0,5636.0,7825.0,5135.0,26.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
NAGALAND,WOKHA,6329.0,5474.0,8924.0,5460.0,26.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,TUMKUR,6328.0,5633.0,8817.0,5494.0,26.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JAMMU AND KASHMIR,SRINAGAR,6326.0,4134.0,6760.0,5151.0,26.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,KARUR,6316.0,5877.0,7111.0,5605.0,26.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,KODAGU,6315.0,6315.0,0,4625.0,26.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,JAMNAGAR,6299.0,5051.0,6884.0,5005.0,26.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ARUNACHAL PRADESH,CHANGLANG,6295.0,6381.0,4570.0,4685.0,26.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,CHHINDWARA,6276.0,3345.0,7553.0,3973.0,25.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,DHARMAPURI,6268.0,5831.0,9145.0,5158.0,25.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTARAKAND,ALMORA,6259.0,6187.0,8360.0,5056.0,25.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,SIKAR,6229.0,6115.0,6404.0,5136.0,25.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,RAMANAGARA,6221.0,5224.0,11134.0,3952.0,25.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
PUNJAB,SHAHID BHAGAT,6220.0,6091.0,8649.0,5311.0,25.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TELANGANA,KARIMNAGAR,6216.0,4521.0,7153.0,5279.0,25.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,BHARUCH,6209.0,5076.0,6448.0,4995.0,25.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HIMACHAL PRADESH,LAHUL & SPITI,6201.0,6201.0,0,5828.0,25.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,ARIYALUR,6168.0,5633.0,7035.0,5231.0,25.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,VILUPPURAM,6158.0,5650.0,7764.0,5324.0,25.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
NAGALAND,LONGLENG,6149.0,6149.0,0,4882.0,25.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
NAGALAND,ZUNHEBOTO,6138.0,5993.0,7151.0,5374.0,24.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ANDHRA PRADESH,NELLORE,6133.0,5760.0,7820.0,5473.0,24.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ASSAM,JORHAT,6118.0,4404.0,7690.0,4584.0,24.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,THANJAVUR,6118.0,5408.0,9239.0,4513.0,24.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KERALA,WAYANAD,6112.0,6112.0,0,4531.0,24.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,FATEHABAD,6077.0,6077.0,0,5190.0,24.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,SINDHUDURG,6073.0,5541.0,8290.0,3985.0,24.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,KACHCHH,6062.0,5125.0,7240.0,4854.0,24.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,NAGAPATTINAM,6053.0,5463.0,8179.0,4932.0,24.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,SIVAGANGA,6050.0,5659.0,7529.0,5011.0,24.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
PUNJAB,TARN TARAN,6041.0,6104.0,4853.0,4762.0,24.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTARAKAND,UDHAM SINGH NAGAR,6027.0,5892.0,6544.0,4881.0,24.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,UDAIPUR,6020.0,4274.0,10078.0,4020.0,24.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,KANPUR NAGAR,6013.0,4429.0,6713.0,4761.0,24.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,HARDA,5999.0,5294.0,6999.0,5210.0,24.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,SABAR KANTHA,5970.0,5655.0,8521.0,4784.0,23.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HIMACHAL PRADESH,SIRMAUR,5965.0,5520.0,8631.0,5090.0,23.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JAMMU AND KASHMIR,KULGAM,5964.0,6015.0,5022.0,4082.0,23.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,AJMER,5902.0,4912.0,7841.0,5009.0,23.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,JUNAGADH,5897.0,6002.0,4931.0,4298.0,23.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ANDHRA PRADESH,KURNOOL,5896.0,4944.0,7034.0,4831.0,23.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,NASHIK,5887.0,3419.0,7670.0,4127.0,23.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ASSAM,SIVASAGAR,5872.0,3940.0,12158.0,4157.0,23.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ASSAM,DIBRUGARH,5865.0,4934.0,11646.0,4504.0,23.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,JHANSI,5856.0,4533.0,6276.0,4876.0,23.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,SINGRAULI,5856.0,4014.0,8157.0,4041.0,23.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,WARDHA,5843.0,4814.0,7615.0,4468.0,23.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,BHAVNAGAR,5831.0,4424.0,7179.0,4822.0,23.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,AURANGABAD,5828.0,3853.0,7199.0,4315.0,23.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
CHHATTISGARH,RAIPUR,5814.0,4131.0,6391.0,3985.0,22.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,MUZAFFARNAGAR,5808.0,5712.0,6385.0,4261.0,22.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JHARKHAND,RANCHI,5803.0,3317.0,7825.0,3371.0,22.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
PUNJAB,PATIALA,5794.0,5314.0,7333.0,4888.0,22.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JAMMU AND KASHMIR,REASI,5788.0,5691.0,7232.0,4896.0,22.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,BHARATPUR,5778.0,5316.0,7759.0,4239.0,22.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ARUNACHAL PRADESH,TIRAP,5776.0,5091.0,8454.0,4898.0,22.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JAMMU AND KASHMIR,KATHUA,5770.0,5770.0,0,4843.0,22.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,GWALIOR,5767.0,4304.0,6416.0,4825.0,22.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JHARKHAND,PURBI SINGHBHUM,5755.0,3295.0,6655.0,4384.0,22.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,THIRUVARUR,5739.0,5742.0,5390.0,4583.0,22.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MADHYA PRADESH,BURHANPUR,5710.0,4768.0,6540.0,4814.0,22.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,DAUSA,5685.0,5453.0,8192.0,4355.0,22.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,NAVSARI,5678.0,5282.0,6716.0,4417.0,22.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,JHAJJAR,5664.0,5543.0,6260.0,5172.0,21.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,GANGANAGAR,5619.0,5648.0,5598.0,4362.0,21.6,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ARUNACHAL PRADESH,ANJAW,5609.0,5609.0,0,4688.0,21.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
JAMMU AND KASHMIR,SAMBA,5603.0,4641.0,7319.0,4785.0,21.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,JALGAON,5603.0,4834.0,7009.0,4537.0,21.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MANIPUR,IMPHAL EAST,5602.0,5444.0,6115.0,4959.0,21.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTARAKAND,CHAMOLI,5601.0,5601.0,0,3751.0,21.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,KOPPAL,5594.0,5395.0,6956.0,4884.0,21.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ASSAM,TINSUKIA,5580.0,4778.0,8333.0,4425.0,21.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,GADCHIROLI,5576.0,3935.0,7764.0,4204.0,21.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
KARNATAKA,DAVANAGERE,5552.0,4588.0,7491.0,4607.0,21.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,HANUMANGARH,5546.0,5500.0,5803.0,4263.0,21.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
ODISHA,CUTTACK,5540.0,3861.0,7167.0,4216.0,21.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TAMIL NADU,TIRUVANNAMALAI,5536.0,5105.0,6657.0,4913.0,21.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HIMACHAL PRADESH,CHAMBA,5535.0,5380.0,8001.0,4396.0,21.1,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,MATHURA,5519.0,3850.0,6740.0,3991.0,21.0,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,REWARI,5508.0,5388.0,5882.0,4935.0,20.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTARAKAND,CHAMPAWAT,5502.0,5502.0,0,4492.0,20.9,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
RAJASTHAN,JALOR,5489.0,4861.0,9096.0,4023.0,20.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
MAHARASHTRA,AHMADNAGAR,5487.0,5176.0,6641.0,4032.0,20.8,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
GUJARAT,BANAS KANTHA,5479.0,3842.0,9414.0,3446.0,20.7,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HIMACHAL PRADESH,KULLU,5443.0,4159.0,10009.0,4291.0,20.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
TELANGANA,HYDERABAD DISTRICT,5441.0,4626.0,6095.0,4693.0,20.5,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,JIND,5437.0,5445.0,5278.0,4728.0,20.4,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
UTTAR PRADESH,SAHARANPUR,5414.0,5088.0,6011.0,3986.0,20.3,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
HARYANA,HISAR,5403.0,5450.0,5082.0,4634.0,20.2,2023-24,HCES 2023-24 district fractile summary (GitHub/MoSPI)
